Sample Rate = 133.77777777777777
time,type,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ,LiAccX,LiAccY,LiAccZ,GyroCal,AccelCal,MagCal
0:00:00.949454,t,7,26,8,3,43,31,45,30,1.81,-4.73,8.39,-10.19,-19.75,-7.00,0.96,-0.25,-0.04,-0.04,8.40,3.48,-6.99,0.00,0.00,0.00

0:00:00.959456,s,30,31,31,31,30,29,29,29,-0.03,0.07,9.80,0.00,-0.06,0.00,0.95,0.00,-0.31,-0.31,0.01,-0.03,0.05,3.00,0.00,0.00

0:00:00.964458,t,7,26,8,3,43,31,45,30,1.81,-4.73,8.39,-10.19,-19.75,-7.00,0.96,-0.25,-0.04,-0.04,8.40,3.48,-6.99,0.00,0.00,0.00

0:00:00.974459,s,30,29,30,29,30,28,28,28,-0.03,0.07,9.80,0.06,0.00,0.00,0.95,0.00,-0.31,-0.31,0.00,-0.02,0.02,3.00,0.00,0.00

0:00:00.979460,t,7,26,8,3,43,31,45,30,1.81,-4.73,8.39,-10.19,-19.75,-7.00,0.96,-0.25,-0.04,-0.04,8.40,3.48,-6.99,0.00,0.00,0.00

0:00:00.989463,s,30,30,31,30,30,30,29,29,-0.03,0.07,9.80,-0.06,0.00,0.13,0.95,0.00,-0.31,-0.31,0.01,-0.02,0.06,3.00,0.00,0.00

0:00:00.994464,t,7,26,8,3,43,31,45,30,1.81,-4.73,8.39,-10.19,-19.75,-7.00,0.96,-0.25,-0.04,-0.04,8.40,3.48,-6.99,0.00,0.00,0.00

0:00:01.004472,s,30,30,29,29,29,27,28,28,-0.03,0.07,9.80,0.00,0.00,0.00,0.95,0.00,-0.31,-0.31,0.03,0.00,0.05,3.00,0.00,0.00

0:00:01.009478,t,7,26,8,3,43,31,45,30,1.81,-4.73,8.39,-10.19,-19.75,-7.00,0.96,-0.25,-0.04,-0.04,8.40,3.48,-6.99,0.00,0.00,0.00

