index,time,type,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ,LiAccX,LiAccY,LiAccZ,GyroCal,AccelCal,MagCal
2973,40.364777,t,511.0,479.0,147.0,69.0,511.0,303.0,375.0,433.0,5.82,-7.84,0.83,9.13,-58.31,100.56,0.22,-0.54,-0.7,-0.7,-0.14,1.04,-0.22,0.0,1.0,3.0
2974,40.379778,t,511.0,461.0,145.0,69.0,511.0,317.0,402.0,460.0,5.47,-8.1,0.69,6.06,-60.75,84.62,0.23,-0.54,-0.69,-0.69,-0.56,1.78,-0.82,0.0,1.0,3.0
2975,40.394822,t,511.0,454.0,142.0,68.0,511.0,314.0,387.0,447.0,5.37,-8.17,0.64,2.31,-61.88,77.0,0.24,-0.54,-0.69,-0.69,-0.44,1.86,-0.62,0.0,1.0,3.0
2976,40.409825,t,511.0,447.0,136.0,68.0,511.0,318.0,385.0,446.0,5.27,-8.24,0.57,-0.56,-64.69,70.31,0.25,-0.54,-0.68,-0.68,-0.53,1.79,-0.29,0.0,1.0,3.0
2977,40.424828,t,511.0,435.0,134.0,69.0,511.0,319.0,388.0,451.0,5.19,-8.3,0.51,-2.37,-61.63,50.56,0.26,-0.55,-0.67,-0.67,-0.07,1.58,-0.07,0.0,1.0,3.0
2978,40.439832,t,500.0,390.0,134.0,68.0,511.0,323.0,395.0,455.0,4.99,-8.43,0.36,5.31,-58.56,45.94,0.27,-0.55,-0.67,-0.67,-0.31,2.03,-0.16,0.0,1.0,3.0
2979,40.454863,t,496.0,374.0,136.0,70.0,511.0,322.0,399.0,458.0,4.93,-8.46,0.32,7.75,-55.44,40.88,0.27,-0.55,-0.66,-0.66,-0.63,2.47,-0.13,0.0,1.0,3.0
2980,40.468877,t,478.0,352.0,134.0,70.0,511.0,319.0,404.0,466.0,4.88,-8.49,0.29,7.37,-53.19,35.25,0.28,-0.55,-0.66,-0.66,-0.67,2.73,-0.44,0.0,1.0,3.0
2981,40.484909,t,454.0,331.0,130.0,69.0,511.0,318.0,410.0,480.0,4.84,-8.52,0.2,-5.12,-52.75,22.5,0.29,-0.56,-0.65,-0.65,-0.5,2.52,-0.81,0.0,1.0,3.0
2982,40.498927,t,434.0,298.0,127.0,69.0,511.0,329.0,453.0,510.0,4.79,-8.55,0.14,-6.56,-57.31,11.0,0.29,-0.56,-0.65,-0.65,-0.5,2.66,-1.07,0.0,1.0,3.0
2983,40.514095,t,430.0,291.0,128.0,68.0,511.0,303.0,446.0,498.0,4.76,-8.56,0.03,-3.19,-58.5,6.37,0.29,-0.57,-0.65,-0.65,-0.43,2.64,-0.76,0.0,1.0,3.0
2984,40.529174,t,414.0,280.0,131.0,69.0,511.0,298.0,447.0,499.0,4.76,-8.56,-0.01,-0.94,-59.19,1.31,0.29,-0.57,-0.64,-0.64,-0.38,2.36,-0.69,0.0,1.0,3.0
2985,40.544349,t,401.0,272.0,134.0,69.0,511.0,299.0,472.0,511.0,4.78,-8.56,-0.1,3.44,-58.69,-7.19,0.3,-0.58,-0.64,-0.64,-0.3,2.34,-0.66,0.0,1.0,3.0
2986,40.559497,t,406.0,273.0,137.0,69.0,511.0,283.0,451.0,494.0,4.79,-8.55,-0.14,4.75,-57.31,-10.38,0.3,-0.58,-0.63,-0.63,-0.16,1.62,-0.66,0.0,1.0,3.0
2987,40.574559,t,396.0,274.0,138.0,70.0,511.0,281.0,511.0,511.0,4.83,-8.52,-0.2,11.38,-52.88,-15.75,0.3,-0.59,-0.63,-0.63,-0.22,1.52,-0.5,0.0,1.0,3.0
2988,40.589594,t,409.0,279.0,137.0,68.0,511.0,264.0,509.0,511.0,4.88,-8.49,-0.24,17.81,-48.44,-21.31,0.31,-0.59,-0.63,-0.63,-0.16,0.72,0.02,0.0,1.0,3.0
2989,40.605646,t,407.0,286.0,138.0,69.0,511.0,269.0,511.0,511.0,4.92,-8.47,-0.24,21.0,-46.19,-24.19,0.31,-0.6,-0.63,-0.63,-0.09,0.41,0.0,0.0,1.0,3.0
2990,40.619679,t,416.0,283.0,133.0,69.0,511.0,262.0,508.0,511.0,4.96,-8.45,-0.24,27.69,-41.19,-28.62,0.31,-0.6,-0.63,-0.63,0.18,0.5,0.03,0.0,1.0,3.0
2991,40.634682,t,420.0,287.0,133.0,69.0,510.0,262.0,503.0,511.0,5.04,-8.4,-0.23,28.56,-38.19,-31.06,0.31,-0.6,-0.63,-0.63,0.16,0.69,0.19,0.0,1.0,3.0
2992,40.649776,t,427.0,298.0,130.0,70.0,511.0,274.0,508.0,511.0,5.14,-8.34,-0.21,26.19,-32.81,-38.88,0.31,-0.61,-0.63,-0.63,0.21,1.11,0.39,0.0,1.0,3.0
2993,40.66478,t,430.0,303.0,127.0,69.0,496.0,272.0,470.0,511.0,5.2,-8.3,-0.21,22.56,-30.06,-44.31,0.31,-0.61,-0.63,-0.63,0.34,1.4,0.54,0.0,1.0,3.0
2994,40.679839,t,422.0,309.0,123.0,68.0,481.0,274.0,437.0,470.0,5.28,-8.26,-0.21,18.06,-26.12,-50.5,0.31,-0.61,-0.63,-0.63,0.28,1.79,1.03,0.0,1.0,3.0
2995,40.694902,t,421.0,315.0,122.0,69.0,471.0,281.0,420.0,453.0,5.36,-8.2,-0.21,3.0,-14.88,-67.62,0.31,-0.62,-0.63,-0.63,0.42,2.05,1.54,0.0,1.0,3.0
2996,40.708981,t,417.0,345.0,106.0,69.0,475.0,300.0,388.0,432.0,5.69,-7.98,-0.26,-18.5,-1.81,-91.69,0.3,-0.62,-0.63,-0.63,0.63,1.47,0.58,0.0,1.0,3.0
2997,40.724055,t,430.0,356.0,106.0,69.0,482.0,293.0,370.0,436.0,5.83,-7.87,-0.3,-28.5,-0.75,-100.19,0.29,-0.63,-0.63,-0.63,0.87,0.19,-0.21,0.0,1.0,3.0
2998,40.739131,t,436.0,375.0,106.0,69.0,495.0,289.0,355.0,444.0,5.96,-7.77,-0.33,-24.81,-1.81,-103.19,0.28,-0.63,-0.64,-0.64,2.86,-3.64,-1.22,0.0,1.0,3.0
2999,40.755214,t,458.0,417.0,105.0,69.0,482.0,294.0,319.0,440.0,6.22,-7.56,-0.35,19.5,4.94,-92.31,0.27,-0.64,-0.64,-0.64,4.66,-3.28,1.09,0.0,1.0,3.0
3000,40.769388,t,446.0,422.0,102.0,68.0,471.0,295.0,326.0,409.0,6.46,-7.37,-0.25,36.25,18.0,-92.19,0.26,-0.64,-0.65,-0.65,7.15,-3.85,1.21,0.0,1.0,3.0
3001,40.784504,t,432.0,452.0,95.0,69.0,424.0,288.0,344.0,376.0,6.58,-7.26,-0.18,36.69,22.44,-94.69,0.26,-0.64,-0.65,-0.65,8.28,-5.82,0.74,0.0,1.0,3.0
3002,40.799609,t,414.0,449.0,96.0,68.0,378.0,276.0,346.0,362.0,6.69,-7.16,-0.16,14.44,-19.0,-76.44,0.25,-0.65,-0.65,-0.65,8.67,-5.47,3.61,0.0,1.0,3.0
3003,40.814635,t,373.0,407.0,138.0,68.0,306.0,252.0,340.0,367.0,6.86,-7.0,-0.18,16.37,-8.38,-53.94,0.25,-0.65,-0.66,-0.66,1.23,6.39,2.02,0.0,1.0,3.0
3004,40.82964,t,362.0,401.0,150.0,68.0,289.0,245.0,330.0,385.0,7.0,-6.86,-0.16,-3.44,10.06,-63.63,0.24,-0.65,-0.66,-0.66,-0.15,7.93,1.12,0.0,1.0,3.0
3005,40.844708,t,366.0,412.0,149.0,69.0,283.0,248.0,329.0,387.0,7.1,-6.76,-0.17,-31.5,21.69,-82.75,0.24,-0.65,-0.66,-0.66,-0.65,5.28,-1.15,0.0,1.0,3.0
3006,40.859738,t,385.0,441.0,144.0,68.0,289.0,254.0,327.0,383.0,7.21,-6.63,-0.2,-50.5,23.56,-99.12,0.23,-0.65,-0.66,-0.66,-0.5,2.9,-0.65,0.0,1.0,3.0
3007,40.874801,t,398.0,467.0,135.0,69.0,294.0,262.0,314.0,366.0,7.49,-6.32,-0.26,-45.81,20.75,-129.56,0.2,-0.66,-0.67,-0.67,4.08,-4.05,1.02,0.0,1.0,3.0
3008,40.889804,t,402.0,470.0,132.0,68.0,292.0,257.0,309.0,370.0,7.63,-6.14,-0.27,-21.62,13.88,-138.31,0.19,-0.67,-0.67,-0.67,4.59,-2.77,1.51,0.0,1.0,3.0
3009,40.904807,t,399.0,454.0,131.0,68.0,289.0,252.0,307.0,359.0,7.9,-5.79,-0.2,23.56,13.5,-123.44,0.18,-0.67,-0.68,-0.68,4.93,-1.38,1.19,0.0,1.0,3.0
3010,40.919811,t,393.0,454.0,138.0,69.0,282.0,253.0,310.0,368.0,8.09,-5.53,-0.1,38.81,13.63,-86.37,0.18,-0.67,-0.68,-0.68,2.75,0.32,0.15,0.0,1.0,3.0
3011,40.934814,t,387.0,462.0,140.0,69.0,275.0,246.0,312.0,363.0,8.16,-5.43,-0.04,42.94,14.31,-75.56,0.17,-0.67,-0.68,-0.68,1.55,1.03,0.37,0.0,1.0,3.0
3012,40.949818,t,388.0,478.0,139.0,68.0,264.0,230.0,304.0,346.0,8.23,-5.32,0.02,41.75,16.75,-74.5,0.17,-0.67,-0.69,-0.69,0.9,1.62,0.09,0.0,1.0,3.0
3013,40.964847,t,380.0,486.0,143.0,68.0,262.0,225.0,301.0,344.0,8.3,-5.21,0.08,16.12,20.25,-93.37,0.16,-0.67,-0.7,-0.7,-0.1,3.74,-0.08,0.0,1.0,3.0
3014,40.97888,t,382.0,492.0,140.0,68.0,256.0,224.0,295.0,344.0,8.54,-4.8,0.2,-0.81,17.19,-97.5,0.15,-0.67,-0.7,-0.7,-0.43,3.58,-0.27,0.0,1.0,3.0
3015,40.994939,t,386.0,491.0,143.0,68.0,252.0,224.0,285.0,349.0,8.62,-4.65,0.21,-18.44,11.63,-100.69,0.15,-0.67,-0.7,-0.7,-0.18,2.83,-0.74,0.0,1.0,3.0
3016,41.009022,t,393.0,483.0,147.0,68.0,254.0,222.0,268.0,353.0,8.7,-4.5,0.18,-33.63,3.19,-103.44,0.13,-0.67,-0.7,-0.7,-0.15,2.37,-0.56,0.0,1.0,3.0
3017,41.025093,t,404.0,447.0,153.0,77.0,247.0,217.0,260.0,363.0,8.94,-4.02,0.04,-53.31,-8.38,-104.69,0.11,-0.68,-0.7,-0.7,1.46,0.94,0.06,0.0,1.0,3.0
3018,41.039151,t,408.0,445.0,159.0,78.0,249.0,213.0,255.0,370.0,9.0,-3.87,0.0,-50.63,-1.31,-100.56,0.1,-0.68,-0.7,-0.7,1.85,0.49,0.05,0.0,1.0,3.0
3019,41.054169,t,408.0,443.0,168.0,80.0,248.0,198.0,254.0,362.0,9.07,-3.72,0.0,-44.75,12.06,-94.44,0.09,-0.68,-0.7,-0.7,1.15,-0.05,-0.37,0.0,1.0,3.0
3020,41.069337,t,401.0,440.0,171.0,78.0,244.0,188.0,253.0,362.0,9.12,-3.58,0.0,-38.81,20.25,-87.19,0.08,-0.68,-0.7,-0.7,-1.62,-1.09,-0.82,0.0,1.0,3.0
3021,41.084473,t,389.0,443.0,190.0,78.0,239.0,164.0,254.0,354.0,9.22,-3.33,0.02,-18.56,13.63,-76.87,0.06,-0.68,-0.71,-0.71,-2.24,-1.04,-1.22,0.0,1.0,3.0
3022,41.09959,t,388.0,456.0,200.0,79.0,232.0,164.0,253.0,353.0,9.3,-3.09,0.03,-15.19,0.81,-74.56,0.06,-0.69,-0.71,-0.71,-2.65,-0.9,-1.72,0.0,1.0,3.0
3023,41.114624,t,402.0,462.0,202.0,78.0,205.0,150.0,249.0,356.0,9.34,-2.98,0.0,-18.37,-10.88,-69.25,0.05,-0.69,-0.71,-0.71,0.36,-0.28,-1.62,0.0,1.0,3.0
3024,41.129634,t,409.0,459.0,204.0,78.0,195.0,142.0,242.0,358.0,9.37,-2.87,0.0,-16.75,5.06,-69.87,0.04,-0.69,-0.71,-0.71,-2.19,0.44,-0.8,0.0,1.0,3.0
3025,41.144662,t,406.0,454.0,215.0,77.0,191.0,134.0,229.0,369.0,9.46,-2.55,-0.07,-19.0,-17.62,-61.56,0.03,-0.69,-0.7,-0.7,-1.43,1.35,-0.44,0.0,1.0,3.0
3026,41.159766,t,412.0,464.0,230.0,77.0,184.0,126.0,218.0,364.0,9.49,-2.45,-0.11,-18.87,-19.31,-61.88,0.03,-0.7,-0.7,-0.7,-1.08,1.71,-0.15,0.0,1.0,3.0
3027,41.174786,t,414.0,465.0,238.0,76.0,171.0,113.0,216.0,370.0,9.51,-2.35,-0.14,-22.62,-16.19,-63.38,0.02,-0.7,-0.7,-0.7,-0.84,1.45,-0.48,0.0,1.0,3.0
3028,41.18995,t,404.0,456.0,250.0,76.0,170.0,114.0,222.0,374.0,9.54,-2.24,-0.17,-26.37,-4.56,-64.19,0.01,-0.7,-0.7,-0.7,-1.02,-0.55,-0.54,0.0,1.0,3.0
3029,41.205023,t,423.0,452.0,248.0,78.0,162.0,111.0,220.0,371.0,9.61,-1.93,-0.21,-37.0,0.44,-61.38,0.0,-0.7,-0.7,-0.7,-1.0,-1.11,-0.55,0.0,1.0,3.0
3030,41.219115,t,427.0,428.0,251.0,77.0,159.0,116.0,224.0,379.0,9.63,-1.83,-0.22,-38.19,1.81,-59.94,0.0,0.7,0.7,0.7,-1.21,-1.24,-0.47,0.0,1.0,3.0
3031,41.234204,t,436.0,415.0,254.0,79.0,156.0,120.0,234.0,382.0,9.64,-1.73,-0.23,-38.63,4.87,-59.38,0.01,0.7,0.7,0.7,-1.28,-1.56,-0.51,0.0,1.0,3.0
3032,41.249451,t,449.0,410.0,253.0,78.0,155.0,121.0,246.0,376.0,9.66,-1.63,-0.23,-26.94,6.62,-57.56,0.02,0.7,0.7,0.7,-0.63,-1.84,-0.39,0.0,1.0,3.0
3033,41.264592,t,459.0,425.0,259.0,78.0,151.0,120.0,281.0,388.0,9.7,-1.35,-0.21,-9.88,3.69,-49.88,0.03,0.7,0.7,0.7,-0.28,-2.75,-0.4,0.0,1.0,3.0
3034,41.279629,t,477.0,455.0,282.0,78.0,142.0,126.0,289.0,399.0,9.72,-1.28,-0.21,1.12,1.5,-46.56,0.03,0.7,0.7,0.7,0.05,-2.79,-0.63,0.0,1.0,3.0
3035,41.294647,t,482.0,482.0,295.0,79.0,140.0,130.0,302.0,411.0,9.73,-1.2,-0.2,6.69,10.19,-46.06,0.04,0.7,0.7,0.7,0.75,-3.99,-1.88,0.0,1.0,3.0
3036,41.309651,t,491.0,497.0,305.0,79.0,145.0,136.0,311.0,417.0,9.74,-1.05,-0.15,11.44,15.75,-45.56,0.04,0.7,0.7,0.7,0.17,-4.26,-1.87,0.0,1.0,3.0
3037,41.3247,t,503.0,511.0,306.0,79.0,150.0,140.0,314.0,422.0,9.75,-0.97,-0.11,19.69,19.62,-44.38,0.04,0.7,0.7,0.7,-0.44,-4.3,-1.88,0.0,1.0,3.0
3038,41.339723,t,511.0,511.0,310.0,80.0,157.0,142.0,317.0,431.0,9.76,-0.9,-0.07,30.37,26.44,-34.44,0.04,0.7,0.71,0.71,0.04,-2.41,-1.63,0.0,1.0,3.0
3039,41.354755,t,510.0,511.0,306.0,82.0,168.0,142.0,323.0,430.0,9.77,-0.73,0.06,43.75,28.31,-28.44,0.04,0.7,0.71,0.71,0.46,-2.08,-1.47,0.0,1.0,3.0
3040,41.369811,t,504.0,511.0,308.0,80.0,171.0,139.0,319.0,440.0,9.78,-0.69,0.12,47.81,26.31,-22.31,0.04,0.7,0.71,0.71,0.86,-1.36,-1.03,0.0,1.0,3.0
3041,41.384869,t,501.0,511.0,304.0,78.0,172.0,140.0,318.0,432.0,9.78,-0.66,0.15,52.0,19.56,-16.5,0.04,0.7,0.71,0.71,1.19,-0.84,-0.49,0.0,1.0,3.0
3042,41.39901,t,494.0,493.0,299.0,78.0,170.0,140.0,312.0,416.0,9.78,-0.62,0.2,31.87,11.31,-8.63,0.04,0.69,0.71,0.71,2.93,0.08,-0.57,0.0,1.0,3.0
3043,41.414064,t,487.0,430.0,294.0,74.0,170.0,138.0,303.0,400.0,9.78,-0.6,0.25,12.75,13.0,-4.81,0.04,0.69,0.72,0.72,3.04,-0.12,-0.7,0.0,1.0,3.0
3044,41.429216,t,482.0,386.0,287.0,79.0,169.0,136.0,293.0,398.0,9.78,-0.6,0.27,7.94,10.25,-1.81,0.04,0.69,0.72,0.72,3.5,-0.31,-0.92,0.0,1.0,3.0
3045,41.444308,t,468.0,358.0,283.0,83.0,168.0,130.0,283.0,399.0,9.78,-0.6,0.29,6.62,9.75,-0.13,0.04,0.69,0.72,0.72,5.11,-0.72,-0.98,0.0,1.0,3.0
3046,41.459511,t,454.0,343.0,270.0,84.0,164.0,119.0,267.0,394.0,9.78,-0.6,0.31,-3.87,20.56,-4.62,0.04,0.69,0.72,0.72,4.77,-0.69,-0.11,0.0,1.0,3.0
3047,41.474603,t,426.0,317.0,250.0,85.0,167.0,115.0,249.0,333.0,9.77,-0.61,0.45,-34.75,35.88,9.88,0.04,0.69,0.72,0.72,4.96,-0.24,1.36,0.0,1.0,3.0
3048,41.489655,t,390.0,280.0,194.0,87.0,178.0,97.0,229.0,304.0,9.76,-0.68,0.5,-54.81,39.31,35.44,0.04,0.68,0.73,0.73,4.16,-1.28,1.82,0.0,1.0,3.0
3049,41.504711,t,346.0,269.0,155.0,84.0,191.0,95.0,221.0,286.0,9.73,-0.94,0.66,-88.25,57.63,86.56,0.04,0.67,0.73,0.73,4.64,-4.2,4.1,0.0,1.0,3.0
3050,41.519733,t,313.0,243.0,139.0,85.0,206.0,94.0,215.0,270.0,9.71,-1.13,0.74,-106.94,59.13,104.12,0.04,0.67,0.73,0.73,3.83,-7.65,1.55,0.0,1.0,3.0
