,time,type,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ,LiAccX,LiAccY,LiAccZ,GyroCal,AccelCal,MagCal
2608,46.439986,t,187.0,191.0,176.0,52.0,85.0,141.0,149.0,156.0,9.2,-2.18,-2.59,60.56,-29.62,-6.12,0.6,-0.1,0.07,0.07,0.07,4.38,-1.24,77.19,69.75,-139.87
2609,46.45999,t,186.0,182.0,181.0,53.0,85.0,133.0,156.0,166.0,9.18,-2.2,-2.61,50.31,-16.12,-7.94,0.6,-0.09,0.07,0.07,0.19,5.57,-2.76,75.81,69.56,-139.75
2610,46.480996,t,191.0,177.0,180.0,54.0,84.0,128.0,161.0,168.0,9.18,-2.2,-2.62,8.5,-16.12,-23.37,0.6,-0.08,0.08,0.08,1.83,2.92,-3.0,75.56,69.56,-140.69
2611,46.5,t,201.0,175.0,166.0,56.0,89.0,134.0,160.0,172.0,9.2,-2.02,-2.71,-42.19,-10.25,-38.75,0.6,-0.08,0.07,0.07,1.02,-0.31,-1.89,77.0,69.75,-143.19
2612,46.520004,t,198.0,168.0,155.0,53.0,94.0,140.0,141.0,169.0,9.21,-1.94,-2.73,-45.06,-7.12,-38.38,0.6,-0.08,0.06,0.06,-1.52,-3.27,-0.03,78.94,70.12,-146.06
2613,46.540009,t,196.0,166.0,145.0,53.0,104.0,152.0,138.0,166.0,9.23,-1.72,-2.8,-22.75,-6.0,-30.44,0.6,-0.08,0.05,0.05,-2.94,-4.64,0.28,80.31,70.37,-148.37
2614,46.560013,t,186.0,156.0,139.0,54.0,109.0,157.0,134.0,157.0,9.24,-1.66,-2.82,12.0,-10.63,-14.94,0.59,-0.08,0.05,0.05,-4.16,-3.74,1.99,80.56,70.37,-149.44
2615,46.580018,t,166.0,152.0,144.0,52.0,107.0,174.0,129.0,149.0,9.23,-1.67,-2.84,47.75,-9.69,3.37,0.59,-0.07,0.05,0.05,-3.84,-1.71,-0.22,79.5,70.19,-149.06
2616,46.600022,t,159.0,163.0,148.0,53.0,109.0,187.0,136.0,131.0,9.21,-1.78,-2.82,54.88,-4.37,10.94,0.59,-0.07,0.06,0.06,-3.15,-1.11,0.49,77.81,70.0,-147.62
2617,46.620027,t,150.0,172.0,142.0,52.0,111.0,200.0,129.0,120.0,9.2,-1.87,-2.79,28.37,3.56,18.75,0.59,-0.07,0.07,0.07,-3.18,-2.34,0.16,76.56,69.87,-146.12
2618,46.640031,t,150.0,182.0,140.0,53.0,118.0,210.0,130.0,114.0,9.19,-1.95,-2.77,-1.94,5.69,25.44,0.59,-0.07,0.07,0.07,-4.56,-4.36,-0.65,76.0,69.69,-144.81
2619,46.660037,t,146.0,184.0,132.0,54.0,115.0,210.0,130.0,111.0,9.17,-2.04,-2.78,-7.31,-2.12,33.38,0.59,-0.08,0.07,0.07,-3.94,-0.94,1.42,75.62,69.31,-143.56
2620,46.68004,t,136.0,169.0,133.0,52.0,95.0,201.0,132.0,112.0,9.14,-2.17,-2.8,-1.31,-7.37,43.06,0.59,-0.08,0.08,0.08,-0.82,1.32,1.58,74.81,68.75,-142.19
2621,46.699045,t,130.0,130.0,135.0,52.0,93.0,191.0,152.0,124.0,9.11,-2.29,-2.78,-4.0,14.81,34.75,0.59,-0.09,0.08,0.08,-1.49,0.85,-0.28,74.19,68.37,-140.5
2622,46.720049,t,130.0,140.0,117.0,51.0,100.0,207.0,144.0,121.0,9.12,-2.34,-2.72,-34.63,26.62,19.62,0.6,-0.09,0.08,0.08,-3.42,-1.34,-2.96,74.56,68.5,-139.31
2623,46.740054,t,120.0,158.0,106.0,54.0,114.0,219.0,130.0,104.0,9.12,-2.37,-2.7,-61.0,16.0,30.5,0.6,-0.1,0.08,0.08,-4.11,-5.05,-3.09,75.56,68.44,-138.75
2624,46.760059,t,125.0,188.0,104.0,50.0,124.0,223.0,130.0,96.0,9.08,-2.45,-2.73,-76.94,6.12,58.19,0.6,-0.12,0.07,0.07,-4.34,-6.44,-0.75,76.56,67.94,-138.06
2625,46.780063,t,113.0,171.0,101.0,45.0,114.0,205.0,132.0,84.0,9.01,-2.7,-2.75,-6.56,1.31,99.69,0.59,-0.13,0.08,0.08,0.38,-2.42,1.91,75.5,66.75,-135.5
2626,46.799067,t,96.0,153.0,102.0,48.0,119.0,202.0,132.0,82.0,8.87,-3.12,-2.75,-10.56,8.31,144.69,0.59,-0.15,0.09,0.09,1.45,-2.7,1.08,72.94,64.87,-131.31
2627,46.819072,t,78.0,125.0,93.0,51.0,117.0,195.0,122.0,80.0,8.73,-3.52,-2.71,-40.56,26.44,138.06,0.59,-0.17,0.1,0.1,3.48,-4.89,-3.37,71.25,63.0,-127.56
2628,46.840077,t,84.0,130.0,82.0,54.0,121.0,196.0,113.0,72.0,8.57,-3.88,-2.74,-77.12,13.13,145.25,0.59,-0.2,0.1,0.1,3.77,-5.32,-4.62,70.25,60.94,-125.19
2629,46.859081,t,88.0,125.0,66.0,52.0,120.0,196.0,102.0,66.0,8.35,-4.22,-2.92,-102.37,-28.44,152.06,0.58,-0.23,0.11,0.11,3.98,-4.72,1.35,69.37,58.38,-124.62
2630,46.880086,t,89.0,125.0,62.0,54.0,127.0,187.0,93.0,72.0,8.04,-4.57,-3.25,-82.75,-78.12,153.94,0.57,-0.26,0.11,0.11,8.68,0.09,1.94,67.56,55.06,-125.44
2631,46.89909,t,88.0,121.0,72.0,54.0,135.0,205.0,98.0,87.0,7.74,-4.84,-3.55,-69.94,-58.94,121.19,0.55,-0.28,0.12,0.12,12.1,7.32,1.97,65.75,52.19,-126.25
2632,46.919095,t,83.0,110.0,67.0,53.0,142.0,206.0,84.0,92.0,7.59,-4.93,-3.76,-86.87,-10.69,55.38,0.54,-0.3,0.12,0.12,9.83,8.32,-1.24,65.94,50.75,-127.31
2633,46.940099,t,91.0,119.0,77.0,55.0,160.0,212.0,88.0,82.0,7.58,-4.89,-3.83,-53.81,20.37,11.5,0.54,-0.31,0.11,0.11,4.22,1.48,-2.26,67.5,50.63,-128.06
2634,46.959104,t,87.0,142.0,82.0,54.0,173.0,214.0,95.0,69.0,7.61,-4.89,-3.76,17.31,29.12,-0.44,0.54,-0.31,0.11,0.11,2.28,1.7,0.32,67.87,50.94,-127.5
2635,46.979108,t,83.0,165.0,83.0,50.0,178.0,208.0,105.0,63.0,7.64,-4.96,-3.61,53.0,23.56,4.19,0.55,-0.3,0.11,0.11,0.03,1.58,3.12,67.06,51.19,-126.0
2636,46.999113,t,79.0,174.0,80.0,46.0,174.0,198.0,116.0,63.0,7.67,-5.04,-3.44,77.5,14.31,-6.75,0.56,-0.3,0.12,0.12,-1.64,2.37,2.96,65.62,51.44,-124.25
