,time,type,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,GravX,GravY,GravZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ,LiAccX,LiAccY,LiAccZ,GyroCal,AccelCal,MagCal
2037,35.019279,t,127.0,185.0,124.0,50.0,143.0,163.0,148.0,105.0,8.65,-4.13,-2.03,51.81,-1.06,-17.31,0.62,-0.2,0.12,0.12,-0.53,1.17,-0.37,68.44,61.94,-116.12
2038,35.039283,t,130.0,191.0,124.0,50.0,144.0,166.0,152.0,106.0,8.68,-4.1,-1.98,27.12,0.44,-21.37,0.62,-0.19,0.12,0.12,-0.28,0.88,-0.81,68.19,62.5,-115.87
2039,35.059288,t,135.0,199.0,120.0,49.0,140.0,163.0,151.0,106.0,8.71,-4.03,-1.97,-1.31,1.12,-24.94,0.62,-0.19,0.12,0.12,-0.25,0.79,-0.81,68.5,62.69,-116.06
2040,35.079293,t,146.0,206.0,123.0,53.0,142.0,164.0,150.0,115.0,8.75,-3.94,-1.99,-22.94,0.81,-26.94,0.62,-0.19,0.11,0.11,-0.46,0.56,-0.46,69.44,63.19,-116.81
2041,35.100297,t,152.0,210.0,122.0,50.0,142.0,159.0,149.0,120.0,8.79,-3.83,-2.03,-33.13,-0.13,-28.37,0.62,-0.19,0.1,0.1,-0.34,-0.16,-0.2,71.31,63.94,-118.56
2042,35.120301,t,150.0,205.0,117.0,50.0,133.0,154.0,145.0,119.0,8.83,-3.72,-2.08,-30.87,-0.56,-29.87,0.62,-0.19,0.09,0.09,-0.25,-0.24,-0.18,71.94,64.19,-119.19
2043,35.140306,t,148.0,207.0,119.0,51.0,127.0,155.0,146.0,120.0,8.87,-3.6,-2.1,-23.5,2.87,-31.37,0.62,-0.18,0.09,0.09,-0.53,-1.32,-0.51,73.75,65.06,-120.69
2044,35.160311,t,146.0,207.0,121.0,50.0,124.0,153.0,148.0,117.0,8.91,-3.5,-2.1,-11.69,8.25,-31.44,0.62,-0.18,0.08,0.08,-0.66,-1.65,-0.44,74.19,65.37,-121.0
2045,35.180316,t,149.0,213.0,126.0,51.0,123.0,155.0,151.0,117.0,8.95,-3.41,-2.07,-0.94,9.38,-27.25,0.62,-0.18,0.08,0.08,-0.7,-2.41,-0.65,75.19,66.19,-121.44
2046,35.199319,t,150.0,219.0,127.0,50.0,123.0,150.0,151.0,119.0,8.98,-3.34,-2.04,5.5,7.94,-22.31,0.62,-0.17,0.08,0.08,-1.38,-2.1,-0.91,75.5,66.62,-121.56
2047,35.219324,t,153.0,218.0,129.0,50.0,124.0,150.0,152.0,122.0,9.01,-3.28,-2.02,0.62,3.62,-17.81,0.62,-0.17,0.08,0.08,-1.03,-1.78,-1.04,75.69,66.75,-121.69
2048,35.239328,t,157.0,219.0,137.0,51.0,130.0,153.0,154.0,131.0,9.03,-3.23,-2.03,-7.44,0.37,-12.06,0.62,-0.17,0.07,0.07,-0.59,-1.98,-1.79,76.37,67.12,-122.37
2049,35.259333,t,166.0,224.0,140.0,50.0,132.0,155.0,164.0,139.0,9.04,-3.19,-2.04,-11.38,-0.88,-8.38,0.62,-0.17,0.07,0.07,-0.83,-2.47,-1.85,76.69,67.19,-122.87
2050,35.280338,t,175.0,229.0,146.0,51.0,134.0,159.0,168.0,146.0,9.03,-3.18,-2.07,-8.75,-8.56,3.75,0.62,-0.17,0.07,0.07,-1.12,-2.89,-1.39,76.62,67.0,-123.19
2051,35.299342,t,175.0,231.0,152.0,51.0,136.0,162.0,167.0,146.0,9.01,-3.23,-2.11,21.69,-16.81,16.06,0.62,-0.17,0.08,0.08,-0.91,-0.9,-0.96,75.75,66.56,-123.12
2052,35.320347,t,162.0,221.0,149.0,50.0,133.0,165.0,160.0,141.0,8.98,-3.29,-2.13,23.12,-10.81,13.38,0.62,-0.17,0.08,0.08,-0.63,-0.29,-0.17,75.06,66.31,-122.75
2053,35.340352,t,166.0,227.0,152.0,52.0,132.0,178.0,162.0,145.0,8.97,-3.31,-2.13,-8.56,-1.37,1.56,0.62,-0.17,0.08,0.08,-1.27,0.58,0.64,75.06,66.19,-122.81
2054,35.359355,t,160.0,203.0,146.0,51.0,122.0,174.0,158.0,136.0,8.97,-3.31,-2.15,-10.5,-1.87,-2.31,0.62,-0.17,0.08,0.08,-1.35,0.46,0.36,75.37,66.25,-123.19
2055,35.379361,t,160.0,191.0,150.0,52.0,121.0,173.0,158.0,134.0,8.98,-3.27,-2.17,-7.94,-3.06,-11.0,0.62,-0.17,0.08,0.08,-1.36,0.69,-0.01,75.81,66.44,-123.75
2056,35.399364,t,157.0,191.0,148.0,50.0,114.0,166.0,153.0,134.0,9.01,-3.18,-2.18,-21.06,5.87,-15.81,0.62,-0.17,0.07,0.07,-2.25,0.12,-0.4,76.62,66.75,-124.37
2057,35.419369,t,166.0,213.0,153.0,50.0,118.0,170.0,154.0,138.0,9.02,-3.15,-2.18,-22.12,5.87,-16.0,0.62,-0.17,0.07,0.07,-2.07,-0.03,-0.5,77.5,67.06,-125.0
2058,35.440374,t,172.0,228.0,157.0,52.0,120.0,170.0,155.0,144.0,9.05,-3.05,-2.18,-16.37,8.25,-17.37,0.62,-0.17,0.06,0.06,-1.36,-1.0,-0.56,78.31,67.44,-125.5
2059,35.460378,t,169.0,227.0,155.0,51.0,124.0,168.0,153.0,145.0,9.07,-3.02,-2.17,-11.38,8.88,-17.81,0.62,-0.17,0.06,0.06,-1.68,-1.03,-0.17,79.0,67.81,-125.87
2060,35.480383,t,170.0,225.0,156.0,52.0,125.0,168.0,153.0,137.0,9.09,-2.96,-2.15,-1.37,6.06,-17.0,0.62,-0.17,0.06,0.06,-2.25,-0.76,-0.2,79.44,68.19,-126.12
2061,35.499387,t,170.0,225.0,156.0,52.0,125.0,168.0,153.0,137.0,9.09,-2.96,-2.15,-1.37,6.06,-17.0,0.62,-0.17,0.06,0.06,-2.25,-0.76,-0.2,79.44,68.19,-126.12
2062,35.519392,t,169.0,222.0,153.0,52.0,121.0,164.0,147.0,129.0,9.13,-2.85,-2.13,-4.62,2.62,-19.06,0.62,-0.17,0.05,0.05,-0.99,-0.02,-0.06,80.37,68.87,-127.19
2063,35.539396,t,168.0,219.0,150.0,56.0,120.0,168.0,152.0,140.0,9.17,-2.73,-2.13,-20.12,6.19,-22.62,0.62,-0.17,0.05,0.05,-0.63,-0.5,0.12,81.25,69.25,-128.0
2064,35.560401,t,163.0,207.0,147.0,56.0,116.0,163.0,146.0,137.0,9.18,-2.68,-2.13,-22.87,7.56,-23.62,0.62,-0.16,0.04,0.04,-2.11,-0.68,0.39,82.31,69.69,-128.94
2065,35.580405,t,164.0,195.0,152.0,58.0,118.0,166.0,148.0,139.0,9.21,-2.59,-2.13,-14.88,5.87,-22.75,0.62,-0.16,0.04,0.04,-2.69,-0.37,0.44,83.25,70.12,-129.81
2066,35.60041,t,159.0,190.0,153.0,57.0,116.0,161.0,148.0,133.0,9.24,-2.47,-2.12,-10.13,4.25,-21.37,0.62,-0.16,0.03,0.03,-2.42,-0.16,-0.4,83.94,70.5,-130.56
2067,35.620414,t,159.0,189.0,155.0,56.0,113.0,154.0,145.0,131.0,9.25,-2.43,-2.12,-12.56,5.44,-21.56,0.63,-0.16,0.03,0.03,-1.88,-0.55,-0.59,84.75,70.94,-131.44
2068,35.640419,t,159.0,189.0,155.0,56.0,113.0,153.0,146.0,130.0,9.29,-2.3,-2.11,-33.19,11.13,-23.56,0.63,-0.16,0.02,0.02,-1.33,-1.88,-0.31,86.0,71.37,-132.5
2069,35.660424,t,160.0,213.0,157.0,56.0,114.0,156.0,142.0,134.0,9.31,-2.25,-2.1,-37.5,16.12,-22.31,0.63,-0.16,0.01,0.01,-0.23,-2.84,-1.21,87.44,71.94,-133.5
2070,35.680428,t,186.0,240.0,173.0,56.0,127.0,183.0,158.0,153.0,9.35,-2.09,-2.06,-45.56,17.62,-24.19,0.63,-0.16,0.01,0.01,4.53,-4.64,-3.75,89.0,72.5,-134.62
2071,35.700432,t,203.0,254.0,191.0,52.0,131.0,202.0,171.0,163.0,9.39,-1.99,-1.99,32.31,15.88,-37.0,0.63,-0.16,0.0,0.0,1.36,-1.53,-3.54,89.56,73.25,-135.0
2072,35.719437,t,229.0,319.0,246.0,51.0,160.0,232.0,188.0,181.0,9.4,-1.94,-1.99,44.19,-32.88,-43.94,0.63,-0.15,0.0,0.0,0.02,2.35,-2.9,89.12,73.56,-137.06
2073,35.740442,t,243.0,368.0,261.0,53.0,170.0,262.0,198.0,195.0,9.39,-1.78,-2.17,-10.38,-43.44,-26.81,0.62,-0.14,0.0,0.0,3.11,-2.13,-3.2,89.62,73.31,-140.69
2074,35.760446,t,253.0,392.0,253.0,51.0,175.0,267.0,200.0,208.0,9.37,-1.76,-2.25,-42.19,-50.94,15.44,0.62,-0.15,0.0,0.0,12.68,-7.73,-3.65,89.94,72.5,-143.0
2075,35.780451,t,255.0,369.0,236.0,58.0,188.0,242.0,166.0,208.0,9.32,-1.81,-2.41,-13.31,-1.12,22.62,0.61,-0.15,-0.0,-0.0,-0.36,-10.26,3.48,90.44,72.0,-143.12
2076,35.800455,t,248.0,373.0,266.0,56.0,175.0,237.0,158.0,201.0,9.29,-1.97,-2.42,136.56,-33.13,21.19,0.61,-0.15,0.01,0.01,-1.54,2.93,-0.28,87.19,71.37,-140.75
2077,35.82046,t,248.0,420.0,299.0,54.0,144.0,228.0,176.0,205.0,9.27,-2.1,-2.38,94.94,-1.37,3.94,0.61,-0.13,0.03,0.03,-0.56,10.7,-2.31,84.12,71.06,-138.62
2078,35.839464,t,247.0,413.0,319.0,55.0,143.0,220.0,177.0,210.0,9.27,-2.11,-2.37,17.25,-9.19,-5.69,0.61,-0.13,0.04,0.04,-0.29,9.6,-2.77,83.25,71.0,-138.25
2079,35.859468,t,246.0,408.0,281.0,55.0,141.0,210.0,167.0,211.0,9.27,-2.01,-2.47,-41.25,-28.69,-32.06,0.61,-0.13,0.03,0.03,2.27,3.04,-4.95,84.31,70.94,-140.81
2080,35.880473,t,250.0,403.0,272.0,58.0,154.0,208.0,160.0,215.0,9.29,-1.81,-2.53,-51.88,-0.75,-52.94,0.61,-0.13,0.02,0.02,2.24,1.85,-0.7,86.56,71.44,-144.44
2081,35.900478,t,242.0,378.0,263.0,58.0,158.0,206.0,153.0,202.0,9.33,-1.62,-2.51,-36.44,19.25,-45.88,0.61,-0.13,0.01,0.01,0.63,-2.52,0.89,88.62,72.19,-147.12
2082,35.919482,t,241.0,365.0,266.0,59.0,163.0,205.0,154.0,203.0,9.37,-1.49,-2.45,-3.0,17.31,-34.5,0.61,-0.12,0.0,0.0,0.1,-3.67,0.77,89.75,72.94,-148.75
2083,35.9395,t,244.0,348.0,277.0,60.0,166.0,204.0,160.0,204.0,9.4,-1.41,-2.4,25.5,12.0,-26.81,0.61,-0.12,0.0,0.0,-0.42,-2.81,0.16,89.87,73.44,-149.5
2084,35.959504,t,238.0,328.0,277.0,58.0,158.0,198.0,167.0,201.0,9.42,-1.35,-2.35,30.44,10.31,-26.19,0.62,-0.11,0.0,0.0,-1.37,-1.32,-0.57,89.69,73.87,-150.06
2085,35.980509,t,242.0,317.0,284.0,59.0,159.0,202.0,174.0,204.0,9.44,-1.29,-2.31,28.37,11.0,-25.94,0.62,-0.1,0.0,0.0,-1.45,-1.12,-1.63,89.5,74.31,-150.69
2086,36.000514,t,239.0,299.0,277.0,59.0,158.0,204.0,172.0,204.0,9.46,-1.23,-2.26,30.56,10.13,-25.0,0.62,-0.1,0.0,0.0,-1.2,-0.7,-1.71,89.25,74.75,-151.31
2087,36.020518,t,234.0,293.0,270.0,58.0,157.0,204.0,169.0,202.0,9.47,-1.17,-2.23,20.5,7.0,-24.81,0.62,-0.09,0.0,0.0,-1.24,-1.77,-1.99,89.31,75.06,-152.25
2088,36.039523,t,246.0,304.0,267.0,61.0,161.0,212.0,171.0,206.0,9.49,-1.1,-2.2,6.31,5.37,-21.69,0.62,-0.09,0.0,0.0,-1.48,-2.99,-1.1,89.5,75.37,-153.37
2089,36.059527,t,246.0,290.0,247.0,58.0,160.0,212.0,160.0,204.0,9.5,-1.04,-2.18,6.31,4.44,-16.81,0.62,-0.08,0.0,0.0,-1.6,-3.41,-0.59,89.75,75.62,-154.37
2090,36.079532,t,246.0,294.0,245.0,59.0,164.0,224.0,157.0,208.0,9.5,-1.01,-2.17,13.06,2.0,-11.19,0.62,-0.08,0.0,0.0,-2.04,-4.21,-1.25,89.75,75.81,-154.94
2091,36.100537,t,242.0,288.0,244.0,58.0,164.0,233.0,155.0,203.0,9.5,-1.01,-2.17,31.81,-1.37,-6.56,0.62,-0.08,0.0,0.0,-2.34,-4.01,-1.86,89.25,75.81,-155.0
2092,36.119541,t,242.0,288.0,244.0,58.0,164.0,233.0,155.0,203.0,9.5,-1.01,-2.17,31.81,-1.37,-6.56,0.62,-0.08,0.0,0.0,-2.34,-4.01,-1.86,89.25,75.81,-155.0
2093,36.140546,t,224.0,278.0,239.0,53.0,162.0,240.0,147.0,187.0,9.49,-1.11,-2.16,66.56,-9.0,5.94,0.62,-0.07,0.02,0.02,-3.28,-3.07,-1.66,86.19,75.56,-152.81
2094,36.15955,t,220.0,283.0,252.0,55.0,169.0,252.0,150.0,190.0,9.48,-1.19,-2.17,58.94,-11.0,11.44,0.62,-0.06,0.03,0.03,-3.98,-2.55,-1.26,84.5,75.31,-151.31
2095,36.180555,t,221.0,285.0,254.0,57.0,167.0,261.0,147.0,189.0,9.46,-1.29,-2.2,38.19,-16.56,28.12,0.62,-0.06,0.04,0.04,-3.78,-2.37,-0.62,82.87,74.81,-149.5
2096,36.200559,t,229.0,261.0,240.0,57.0,158.0,254.0,140.0,188.0,9.43,-1.44,-2.26,20.62,-21.25,44.13,0.62,-0.06,0.05,0.05,-2.45,0.35,0.1,81.44,74.06,-147.31
2097,36.219563,t,226.0,239.0,235.0,56.0,147.0,243.0,139.0,191.0,9.38,-1.62,-2.33,9.69,-25.5,51.69,0.61,-0.07,0.05,0.05,-1.18,1.5,-0.46,80.0,73.06,-145.19
2098,36.239568,t,226.0,239.0,235.0,51.0,153.0,241.0,137.0,191.0,9.33,-1.78,-2.41,-9.31,-21.06,49.5,0.61,-0.07,0.06,0.06,-0.67,1.09,-0.66,79.0,72.12,-143.5
2099,36.260573,t,226.0,255.0,218.0,50.0,160.0,239.0,136.0,182.0,9.29,-1.91,-2.46,-24.81,-10.31,48.0,0.61,-0.08,0.06,0.06,-1.86,-0.4,-0.95,78.5,71.37,-142.12
2100,36.280577,t,225.0,259.0,221.0,54.0,174.0,239.0,146.0,172.0,9.26,-2.05,-2.48,-18.37,2.25,47.0,0.61,-0.09,0.06,0.06,-2.27,-1.18,-1.52,78.19,70.75,-140.5
2101,36.300582,t,198.0,239.0,205.0,46.0,173.0,230.0,145.0,159.0,9.23,-2.19,-2.46,10.31,8.13,43.44,0.61,-0.1,0.07,0.07,-1.86,-1.54,-0.15,77.25,70.31,-138.25
2102,36.319587,t,186.0,231.0,209.0,46.0,179.0,236.0,153.0,166.0,9.2,-2.35,-2.43,35.31,0.25,44.19,0.61,-0.1,0.08,0.08,-1.37,-1.48,-1.56,75.69,69.75,-135.87
2103,36.33959,t,185.0,221.0,213.0,47.0,182.0,240.0,157.0,171.0,9.17,-2.52,-2.37,53.69,6.06,37.19,0.61,-0.1,0.09,0.09,-2.93,-0.61,-2.39,73.69,69.25,-133.25
2104,36.359595,t,181.0,230.0,203.0,49.0,180.0,238.0,155.0,171.0,9.14,-2.66,-2.33,28.81,1.19,35.56,0.61,-0.1,0.1,0.1,-3.03,-0.33,-2.38,72.12,68.75,-131.19
2105,36.3796,t,180.0,231.0,179.0,50.0,185.0,244.0,155.0,162.0,9.1,-2.79,-2.34,-8.25,-5.31,44.19,0.61,-0.11,0.1,0.1,-3.13,-2.23,-1.05,71.25,68.12,-130.0
2106,36.399604,t,170.0,220.0,170.0,49.0,182.0,243.0,150.0,156.0,9.04,-2.93,-2.39,-47.06,0.44,57.94,0.61,-0.12,0.1,0.1,-3.48,-3.76,-2.23,71.19,67.25,-129.19
2107,36.420609,t,147.0,205.0,162.0,49.0,174.0,240.0,150.0,148.0,8.95,-3.13,-2.47,-23.44,-22.87,80.5,0.6,-0.13,0.1,0.1,2.76,-2.63,-1.21,70.31,65.94,-128.19
2108,36.440613,t,144.0,187.0,145.0,50.0,175.0,230.0,149.0,131.0,8.83,-3.39,-2.55,-35.19,-10.56,95.56,0.6,-0.15,0.11,0.11,3.51,-2.11,-1.51,69.0,64.25,-126.87
2109,36.460618,t,134.0,180.0,136.0,52.0,174.0,220.0,145.0,111.0,8.71,-3.66,-2.61,-54.63,2.37,110.0,0.59,-0.16,0.11,0.11,3.66,-4.78,-3.0,68.19,62.63,-125.44
2110,36.480623,t,130.0,185.0,127.0,53.0,179.0,217.0,142.0,97.0,8.51,-3.99,-2.76,-60.06,-34.06,132.44,0.58,-0.2,0.12,0.12,7.13,-5.84,-2.64,66.81,60.25,-124.62
2111,36.500627,t,135.0,180.0,114.0,52.0,177.0,206.0,122.0,94.0,8.26,-4.35,-2.98,-54.25,-54.69,146.81,0.58,-0.21,0.13,0.13,9.44,-1.62,-1.48,64.75,57.38,-124.44
2112,36.520631,t,131.0,153.0,102.0,53.0,182.0,204.0,110.0,96.0,7.98,-4.68,-3.24,-44.63,-69.31,127.75,0.56,-0.23,0.14,0.14,10.68,2.55,-0.58,62.25,54.44,-124.62
2113,36.540636,t,126.0,156.0,91.0,53.0,191.0,206.0,108.0,98.0,7.74,-4.93,-3.44,-46.13,-34.31,108.5,0.55,-0.26,0.15,0.15,7.29,4.24,1.03,60.44,52.13,-124.81
2114,36.559641,t,119.0,157.0,80.0,52.0,202.0,202.0,109.0,98.0,7.6,-5.07,-3.54,-54.06,9.75,63.56,0.55,-0.27,0.15,0.15,-0.18,0.98,1.35,60.13,50.81,-124.87
2115,36.579645,t,118.0,159.0,80.0,52.0,200.0,196.0,110.0,100.0,7.57,-5.13,-3.53,-36.94,33.13,39.25,0.55,-0.28,0.14,0.14,-2.81,0.5,1.45,60.88,50.5,-124.5
2116,36.599649,t,115.0,158.0,75.0,53.0,190.0,189.0,114.0,93.0,7.53,-5.19,-3.5,4.37,5.44,21.69,0.55,-0.28,0.14,0.14,-0.32,-0.46,1.62,60.69,50.19,-124.0
2117,36.619654,t,116.0,159.0,76.0,51.0,185.0,185.0,114.0,92.0,7.52,-5.26,-3.43,53.56,-1.62,4.81,0.55,-0.28,0.15,0.15,1.32,0.44,1.17,59.5,50.06,-123.12
2118,36.639658,t,119.0,160.0,80.0,50.0,183.0,182.0,112.0,93.0,7.53,-5.35,-3.27,88.44,10.38,-7.25,0.56,-0.26,0.16,0.16,1.33,3.08,1.17,57.06,50.38,-120.37
2119,36.659663,t,116.0,160.0,77.0,50.0,173.0,176.0,116.0,92.0,7.59,-5.4,-3.04,91.69,24.87,-19.94,0.56,-0.26,0.17,0.17,0.01,4.63,1.44,56.44,50.69,-119.37
2120,36.679667,t,117.0,173.0,81.0,50.0,166.0,171.0,122.0,92.0,7.67,-5.4,-2.83,61.31,28.37,-34.19,0.57,-0.25,0.17,0.17,-1.78,5.44,0.96,56.06,52.0,-117.19
2121,36.699672,t,110.0,172.0,81.0,48.0,158.0,163.0,126.0,88.0,7.78,-5.31,-2.7,23.31,27.94,-46.75,0.58,-0.24,0.17,0.17,-2.41,4.74,0.36,56.5,52.5,-116.94
2122,36.719676,t,117.0,181.0,85.0,46.0,166.0,166.0,136.0,92.0,7.9,-5.16,-2.64,-11.75,24.0,-53.44,0.58,-0.23,0.16,0.16,-1.96,1.81,-0.34,58.0,53.69,-117.06
2123,36.739681,t,117.0,181.0,85.0,46.0,166.0,166.0,136.0,92.0,7.9,-5.16,-2.64,-11.75,24.0,-53.44,0.58,-0.23,0.16,0.16,-1.96,1.81,-0.34,60.88,55.38,-118.0
2124,36.759686,t,117.0,177.0,79.0,50.0,164.0,159.0,136.0,93.0,8.01,-5.0,-2.61,-25.31,22.75,-49.75,0.59,-0.23,0.15,0.15,-1.18,0.38,0.59,61.94,55.88,-118.5
2125,36.77969,t,96.0,141.0,75.0,49.0,135.0,127.0,114.0,90.0,8.22,-4.64,-2.63,-46.0,23.87,-53.56,0.59,-0.23,0.13,0.13,-1.16,0.4,0.86,65.5,57.63,-120.06
2126,36.799695,t,88.0,147.0,77.0,50.0,124.0,125.0,113.0,90.0,8.35,-4.43,-2.6,-29.0,33.63,-66.62,0.6,-0.22,0.12,0.12,-1.25,1.31,-0.1,66.69,58.38,-120.37
2127,36.819699,t,77.0,157.0,78.0,52.0,119.0,124.0,114.0,92.0,8.49,-4.18,-2.53,-25.31,34.94,-77.62,0.6,-0.21,0.1,0.1,-1.35,0.95,-1.35,69.19,60.0,-121.12
2128,36.839704,t,72.0,179.0,80.0,52.0,115.0,130.0,118.0,95.0,8.63,-3.93,-2.49,-35.06,25.75,-77.69,0.6,-0.21,0.09,0.09,-0.93,-1.81,-1.56,73.12,62.38,-123.19
2129,36.859708,t,70.0,188.0,80.0,51.0,112.0,131.0,119.0,97.0,8.74,-3.68,-2.48,-46.06,21.25,-67.69,0.61,-0.2,0.08,0.08,-0.65,-2.46,-1.68,74.44,63.0,-124.0
2130,36.879713,t,74.0,187.0,81.0,52.0,112.0,132.0,124.0,104.0,8.83,-3.46,-2.48,-45.44,22.31,-55.81,0.61,-0.2,0.06,0.06,-0.99,-4.32,-1.56,78.06,64.75,-126.25
2131,36.899717,t,80.0,177.0,82.0,51.0,110.0,130.0,126.0,106.0,8.91,-3.27,-2.45,-43.25,27.75,-46.63,0.61,-0.2,0.05,0.05,-0.88,-4.91,-1.95,79.12,65.31,-126.75
2132,36.920722,t,82.0,181.0,83.0,52.0,106.0,133.0,135.0,110.0,8.97,-3.12,-2.4,-34.88,30.56,-35.56,0.61,-0.2,0.04,0.04,-0.92,-5.42,-2.47,81.06,66.25,-127.5
2133,36.939726,t,92.0,191.0,84.0,52.0,107.0,129.0,131.0,108.0,9.03,-3.01,-2.34,-26.31,25.37,-28.56,0.62,-0.2,0.04,0.04,-1.85,-4.92,-2.31,83.12,67.37,-128.06
2134,36.960731,t,96.0,198.0,84.0,51.0,106.0,123.0,130.0,105.0,9.07,-2.92,-2.3,-3.87,15.31,-25.31,0.62,-0.2,0.03,0.03,-2.21,-4.27,-1.96,83.44,67.69,-128.19
2135,36.979735,t,104.0,203.0,94.0,51.0,109.0,131.0,137.0,106.0,9.1,-2.85,-2.27,13.81,-5.62,-20.56,0.62,-0.19,0.03,0.03,-2.35,-2.32,-0.18,83.75,68.25,-128.87
2136,36.99974,t,113.0,207.0,105.0,51.0,107.0,137.0,151.0,110.0,9.11,-2.8,-2.28,15.5,-7.0,-16.69,0.62,-0.19,0.03,0.03,-2.0,-2.11,-0.05,83.62,68.37,-129.25
2137,37.020744,t,129.0,204.0,117.0,55.0,102.0,145.0,158.0,113.0,9.11,-2.78,-2.28,18.44,-4.06,-8.38,0.62,-0.18,0.04,0.04,-3.43,-1.34,0.64,83.19,68.44,-129.19
2138,37.039749,t,137.0,185.0,127.0,57.0,104.0,144.0,155.0,114.0,9.12,-2.78,-2.26,40.38,-5.19,-17.87,0.62,-0.18,0.04,0.04,-2.51,3.33,2.32,82.56,68.56,-129.12
2139,37.059754,t,136.0,185.0,131.0,56.0,98.0,151.0,148.0,113.0,9.14,-2.74,-2.25,30.75,-4.62,-26.81,0.62,-0.17,0.04,0.04,-1.58,4.22,2.63,82.69,69.0,-129.81
2140,37.079758,t,143.0,191.0,135.0,58.0,93.0,158.0,146.0,115.0,9.17,-2.62,-2.23,-43.19,17.69,-37.75,0.62,-0.17,0.03,0.03,-1.71,1.08,1.01,84.31,69.75,-131.12
2141,37.099763,t,143.0,191.0,135.0,58.0,93.0,158.0,146.0,115.0,9.17,-2.62,-2.23,-47.38,19.81,-39.31,0.62,-0.17,0.02,0.02,-1.11,-0.47,0.95,86.37,70.62,-132.62
2142,37.120767,t,148.0,178.0,137.0,56.0,98.0,150.0,142.0,123.0,9.27,-2.31,-2.17,-40.0,26.19,-40.25,0.62,-0.17,0.01,0.01,-0.51,-3.9,-2.04,88.25,71.56,-133.81
2143,37.140772,t,172.0,207.0,167.0,58.0,108.0,169.0,160.0,141.0,9.33,-2.14,-2.1,0.5,28.69,-50.13,0.63,-0.17,0.0,0.0,2.37,-3.75,-4.29,89.62,72.69,-134.87
2144,37.159776,t,200.0,242.0,190.0,58.0,120.0,183.0,179.0,168.0,9.38,-1.99,-2.01,28.94,23.12,-48.13,0.63,-0.15,0.0,0.0,3.03,-3.82,-4.09,89.56,73.62,-135.31
2145,37.17978,t,226.0,282.0,223.0,54.0,136.0,218.0,190.0,175.0,9.43,-1.83,-1.93,95.06,-20.0,-51.81,0.63,-0.14,0.01,0.01,-0.32,0.52,-3.66,88.44,74.19,-136.44
2146,37.199785,t,239.0,315.0,246.0,54.0,148.0,231.0,188.0,183.0,9.43,-1.79,-1.98,70.0,-40.5,-41.88,0.63,-0.13,0.01,0.01,-2.09,-0.78,-1.62,87.56,73.94,-139.19
2147,37.219789,t,232.0,286.0,245.0,54.0,146.0,230.0,179.0,179.0,9.41,-1.76,-2.11,26.31,-49.25,-7.62,0.62,-0.13,0.02,0.02,0.26,1.17,-0.43,86.94,73.19,-140.94
2148,37.239794,t,238.0,290.0,237.0,54.0,146.0,261.0,180.0,200.0,9.33,-1.82,-2.38,-60.69,-50.31,28.94,0.61,-0.13,0.01,0.01,11.95,-6.57,-5.79,87.25,72.12,-142.56
2149,37.259799,t,248.0,299.0,222.0,57.0,166.0,253.0,166.0,196.0,9.3,-1.85,-2.47,-94.69,-35.06,43.81,0.61,-0.15,0.01,0.01,6.77,-11.74,-3.25,88.62,71.37,-142.81
2150,37.279803,t,248.0,299.0,222.0,57.0,166.0,253.0,166.0,196.0,9.3,-1.85,-2.47,-94.69,-35.06,43.81,0.61,-0.15,0.01,0.01,6.77,-11.74,-3.25,88.62,71.37,-142.81
2151,37.299808,t,213.0,231.0,237.0,54.0,116.0,187.0,140.0,190.0,9.23,-2.05,-2.57,105.75,-54.31,9.88,0.61,-0.14,0.03,0.03,2.98,6.07,-1.26,84.69,70.0,-140.94
2152,37.319812,t,213.0,234.0,263.0,56.0,108.0,182.0,153.0,211.0,9.2,-2.14,-2.6,68.12,-10.88,-6.94,0.61,-0.13,0.04,0.04,2.05,9.31,-1.45,82.56,69.81,-140.06
2153,37.339831,t,213.0,234.0,263.0,56.0,108.0,182.0,153.0,211.0,9.2,-2.14,-2.6,-16.94,-14.06,-19.56,0.6,-0.13,0.04,0.04,3.02,5.43,-3.04,82.69,69.81,-141.06
2154,37.359836,t,229.0,235.0,233.0,63.0,117.0,175.0,148.0,207.0,9.2,-2.05,-2.67,-51.31,-15.13,-29.37,0.6,-0.13,0.03,0.03,3.11,2.01,-0.43,84.81,70.0,-144.12
2155,37.37984,t,240.0,236.0,230.0,67.0,126.0,181.0,145.0,208.0,9.25,-1.74,-2.71,-57.56,18.44,-49.75,0.6,-0.13,0.01,0.01,0.13,-1.37,1.0,87.5,70.75,-147.19
2156,37.399844,t,235.0,230.0,222.0,70.0,134.0,180.0,138.0,203.0,9.28,-1.64,-2.68,-11.88,28.12,-55.38,0.6,-0.13,0.0,0.0,-1.03,-2.0,0.68,89.31,71.75,-149.56
2157,37.420849,t,226.0,234.0,225.0,71.0,142.0,187.0,143.0,204.0,9.34,-1.46,-2.59,26.44,20.19,-51.13,0.61,-0.12,0.0,0.0,-1.21,-2.63,0.32,89.94,72.69,-151.31
